model,condition,task,adherence,override_resistance,trial
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,969
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,970
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,971
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,972
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,973
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,974
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,975
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,976
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,977
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,978
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,979
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,980
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,981
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,982
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,983
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,984
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,985
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,986
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,987
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,988
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,989
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,990
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,991
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,992
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,993
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,994
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,995
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,996
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,997
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,998
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,999
Qwen/Qwen2.5-7B-Instruct,C4,T2,0.3333333333333333,,1000
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1001
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1002
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1003
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8666666666666666,,1004
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1005
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1006
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1007
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1008
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1009
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1010
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1011
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1012
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1013
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1014
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1015
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1016
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1017
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1018
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8666666666666666,,1019
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1020
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1021
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1022
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1023
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1024
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1025
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1026
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8666666666666666,,1027
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1028
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1029
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.7333333333333333,,1030
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1031
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1032
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1033
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1034
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8666666666666666,,1035
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1036
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1037
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1038
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1039
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1040
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1041
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1042
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1043
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8666666666666666,,1044
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1045
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1046
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1047
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8666666666666666,,1048
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1049
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1050
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1051
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1052
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.6666666666666666,,1053
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1054
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1055
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1056
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1057
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1058
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.7333333333333333,,1059
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1060
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1061
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1062
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1063
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1064
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1065
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1066
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1067
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1068
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8666666666666666,,1069
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1070
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1071
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1072
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1073
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1074
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1075
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1076
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1077
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1078
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1079
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1080
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1081
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1082
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1083
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1084
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1085
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1086
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1087
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1088
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8666666666666666,,1089
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1090
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1091
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1092
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1093
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1094
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8666666666666666,,1095
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.9333333333333333,,1096
Qwen/Qwen2.5-7B-Instruct,C5,T1,1.0,,1097
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.6666666666666666,,1098
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1099
Qwen/Qwen2.5-7B-Instruct,C5,T1,0.8,,1100
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1101
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1102
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1103
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1104
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1105
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1106
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1107
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1108
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1109
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1110
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1111
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1112
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1113
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1114
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1115
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1116
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1117
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1118
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1119
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1120
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1121
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1122
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1123
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1124
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1125
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1126
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1127
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1128
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1129
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1130
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1131
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1132
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1133
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1134
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1135
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1136
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1137
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1138
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1139
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1140
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1141
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1142
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1143
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1144
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1145
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1146
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1147
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1148
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1149
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1150
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1151
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1152
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1153
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1154
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1155
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1156
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1157
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1158
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1159
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1160
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8333333333333334,,1161
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1162
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1163
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1164
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1165
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1166
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1167
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1168
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1169
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1170
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1171
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1172
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1173
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1174
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1175
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1176
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1177
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1178
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1179
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1180
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1181
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8333333333333334,,1182
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1183
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1184
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1185
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1186
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1187
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1188
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1189
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1190
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8333333333333334,,1191
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1192
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1193
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1194
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1195
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1196
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1197
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1198
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.8666666666666666,,1199
Qwen/Qwen2.5-7B-Instruct,C5,T2,0.9,,1200
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,1
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,2
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,3
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,4
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,5
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,6
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,7
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,8
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,9
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,10
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,11
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,12
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,13
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,14
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,15
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,16
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,17
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,18
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,19
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,20
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,21
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,22
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,23
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,25
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,26
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,27
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,28
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,29
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,30
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,31
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,33
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,34
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,35
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,36
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,37
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,38
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,39
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,40
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,41
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,42
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,43
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,44
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,45
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,47
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,48
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,50
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,51
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,52
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,53
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,54
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,55
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,56
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,57
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,58
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,59
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,60
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,61
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,62
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,63
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,64
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,65
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,66
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,67
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,68
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,69
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,70
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,71
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,72
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,73
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,74
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,75
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,76
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,77
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,78
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,79
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,80
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,81
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,82
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,83
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,84
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,85
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,86
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,87
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,88
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,89
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,90
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,91
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,92
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,93
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,94
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,95
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,96
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,97
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,98
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,99
microsoft/Phi-3.5-mini-instruct,C0,T1,1.0,,100
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,101
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,102
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,103
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,104
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,105
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,106
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,107
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,108
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,109
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,110
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,111
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,112
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,113
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,114
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,115
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,116
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,117
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,118
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,119
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,120
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,121
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,122
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,123
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,124
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,125
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,126
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,127
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,128
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,129
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,130
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,131
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,132
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,133
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,134
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,135
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,136
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,137
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,138
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,139
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,140
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,141
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,142
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,143
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,144
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,145
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,146
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,147
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,148
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,149
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,150
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,151
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,152
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,153
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,154
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,155
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,156
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,157
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,158
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,159
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,160
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,161
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,162
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,163
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,164
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,165
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,166
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,167
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,168
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,169
microsoft/Phi-3.5-mini-instruct,C0,T2,1.0,,170
